id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,county,state,lat,long,posting_date
7316541607,https://anchorage.craigslist.org/ctd/d/anchorage-2020-toyota-tacoma-trd-off/7316541607.html,anchorage / mat-su,https://anchorage.craigslist.org,43995,2020,toyota,tacoma,excellent,6 cylinders,gas,1514,clean,automatic,5TFCZ5AN7LX234741,4wd,mid-size,truck,grey,https://images.craigslist.org/00d0d_db9zh8VfG6Sz_0cU08B_600x450.jpg,"Contact PAYLESS CAR SALES today for information on dozens of vehicles like this 2020 Toyota Tacoma 4WD TRD Off Road. This vehicle comes with 4WD for better traction on unstable surfaces, like snow and dirt to give you the edge over anything you might encounter on the road. There are many vehicles on the market but if you are looking for a vehicle that will perform as good as it looks then this Toyota Tacoma 4WD TRD Off Road is the one! Look no further, you have found exactly what you've been looking for.  Come in for a test drive today!  Team Payless  Year: 2020 Make: Toyota     Model: Tacoma Trim: TRD Off Road Mileage: 1,514 Stock: 9852KCL   Price: $43,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218361,-149.86918,2021-05-03T17:06:02-0800
7316539627,https://anchorage.craigslist.org/ctd/d/anchorage-2018-land-rover-range-rover/7316539627.html,anchorage / mat-su,https://anchorage.craigslist.org,59995,2018,rover,velar,excellent,6 cylinders,gas,31959,clean,automatic,SALYL2RV7JA703572,4wd,full-size,SUV,grey,https://images.craigslist.org/00606_eEBQnjQBEpnz_0cU08B_600x450.jpg,"Thank you for your interest in one of PAYLESS CAR SALES's online offerings. Please continue for more information regarding this 2018 Land Rover Range Rover Velar R-Dynamic SE with 31,959mi. This Land Rover Range Rover Velar R-Dynamic SE has a tough exterior complemented by a well-designed interior that offers all the comforts you crave. You deserve a vehicle designed for higher expectations. This Land Rover Range Rover Velar R-Dynamic SE delivers with a luxurious, well-appointed interior and world-class engineering. This 4WD-equipped vehicle will handle beautifully on any terrain and in any weather condition your may find yourself in. The benefits of driving a 4 wheel drive vehicle, such as this Land Rover Range Rover Velar R-Dynamic SE, include superior traction and stability. Please come in for a test drive today!  Team Payless!  Year: 2018 Make: Land Rover    Model: Range Rover Velar Trim: R-Dynamic SE  Mileage: 31,959 Stock: 9796ADS   Price: $59,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218361,-149.869051,2021-05-03T17:01:01-0800
7316526243,https://anchorage.craigslist.org/ctd/d/anchorage-2016-hyundai-tucson-limited/7316526243.html,anchorage / mat-su,https://anchorage.craigslist.org,23995,2016,hyundai,tucson limited,excellent,4 cylinders,gas,36699,clean,automatic,KM8J3CA26GU031622,4wd,full-size,SUV,orange,https://images.craigslist.org/00x0x_fsQnVyqdIpNz_0cU08B_600x450.jpg,"Thank you for visiting another one of PAYLESS CAR SALES's online listings! Please continue for more information on this 2016 Hyundai Tucson Limited with 36,699mi. In their original incarnation, SUVs were chiefly owned by folks who valued ""utility"" above ""sport."" Not anymore! The Hyundai Tucson Limited redefines the SUV and makes the perfect ""all around"" family companion. This vehicle has an added performance bonus: AWD. It improves handling on those winding back roads, and gives you added safety and control when driving through wet and snow weather conditions. The Tucson Limited has been lightly driven and there is little to no wear and tear on this vehicle. The care taken on this gently used vehicle is reflective of the 36,680mi put on this Hyundai. Please come in for a test drive today!  Team Payless!  Year: 2016 Make: Hyundai   Model: Tucson  Trim: Limited Mileage: 36,699 Stock: 9742T   Price: $23,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.21832,-149.869051,2021-05-03T16:26:48-0800
7316518664,https://anchorage.craigslist.org/ctd/d/anchorage-2014-subaru-outback-25i/7316518664.html,anchorage / mat-su,https://anchorage.craigslist.org,18995,2014,subaru,outback,excellent,4 cylinders,gas,93409,clean,automatic,4S4BRBLC7E3205509,4wd,full-size,wagon,blue,https://images.craigslist.org/00h0h_3EOevlELlvbz_0cU08B_600x450.jpg,"This outstanding example of a 2014 Subaru Outback 2.5i Limited is offered by PAYLESS CAR SALES. If you're in the market for an incredible SUV -- and value on-the-road comfort and manners more than ultimate off-road prowess or tow capacity -- you'll definitely want to check out this Subaru Outback 2.5i Limited. When driving an all wheel drive vehicle, such as this Subaru Outback 2.5i Limited, superior acceleration, traction, and control come standard. This 2014 Subaru Outback has such low mileage it has been parked more than driven.  Please come in for a test drive today!  Team Payless!  Year: 2014 Make: Subaru   Model: Outback  Trim: Limited Mileage: 93,409 Stock: 9700DAK   Price: $18,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218392,-149.869072,2021-05-03T16:08:40-0800
7316508991,https://anchorage.craigslist.org/ctd/d/anchorage-2016-ford-super-duty-350/7316508991.html,anchorage / mat-su,https://anchorage.craigslist.org,50995,2016,ford,f-350 lariat,excellent,8 cylinders,diesel,110002,clean,automatic,1FT8W3DTXGEA69749,4wd,full-size,truck,white,https://images.craigslist.org/01212_7VTR193mxSiz_0cU08B_600x450.jpg,"Check out this gently-used 2016 Ford Super Duty F-350 we recently got in. This Ford Super Duty F-350 is for the discerning driver who demands the utmost of his vehicle. This vehicle comes with 4WD for better traction on unstable surfaces, like snow and dirt to give you the edge over anything you might encounter on the road.  Please come in for a test drive today!  Team Payless!  Year: 2016 Make: Ford  Model: Super Duty F-350   Trim: Lariat Mileage: 110,002 Stock: 9695WNW   Price: $50,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.21833,-149.869051,2021-05-03T15:47:01-0800
7316502797,https://anchorage.craigslist.org/cto/d/wasilla-2013-dodge-avenger-t-v6-2-keys/7316502797.html,anchorage / mat-su,https://anchorage.craigslist.org,8300,2013,dodge,avenger,good,6 cylinders,gas,67500,rebuilt,automatic,1C3CDZBG3DN502899,fwd,mid-size,sedan,white,https://images.craigslist.org/00404_fUGxS5NRWRCz_0CI0t2_600x450.jpg,"Selling my 2013 Dodge Avenger R/T FWD. The R/T trim comes with upgraded cosmetics such as 18"" wheels, rear spoiler, upgraded suspension, better steering, and the 283 HP V6. This car rides smoothly and quietly yet delivers a good amount of power when needed. Interior and exterior are in overall good condition. Has around 67000 miles. It has some noteworthy features such as: Heated seats Power driver seat Moon roof Remote start built into both keys Onboard Navigation Bluetooth/USB/AUX connectivity   Text me @ (907) 88eight-9zero7eight with questions or offers. Asking $8300",,ak,61.5923,-149.3959,2021-05-03T15:32:38-0800
7316500477,https://anchorage.craigslist.org/cto/d/anchorage-1997-vw-eurovan-camper/7316500477.html,anchorage / mat-su,https://anchorage.craigslist.org,30000,1997,volkswagen,eurovan camper,good,6 cylinders,gas,68740,clean,automatic,WV2EH8707VH103638,fwd,full-size,van,white,https://images.craigslist.org/00q0q_1rCPuy2HLJnz_0ak07K_600x450.jpg,"Good condition with retractable awning. Studded winter tires are on the vehicle and unmounted summer tire are included, both sets in good condition.",,ak,61.1535,-149.8289,2021-05-03T15:27:33-0800
7316497235,https://anchorage.craigslist.org/ctd/d/anchorage-2015-ram-1500-laramie-limited/7316497235.html,anchorage / mat-su,https://anchorage.craigslist.org,34995,2015,ram,1500,excellent,8 cylinders,gas,86051,clean,automatic,1C6RR7PT3FS633201,4wd,full-size,truck,silver,https://images.craigslist.org/00505_jZwY7Ho62gXz_0cU08B_600x450.jpg,"Thank you for your interest in one of PAYLESS CAR SALES's online offerings. Please continue for more information regarding this 2015 Ram 1500 Laramie Limited with 86,051mi. Excellence, luxury and stature are just a few of the pillars this car is built upon. Want to brave the road less traveled? You'll have the 4WD capabilities to do it with this vehicle.  Please come in for a test drive today!  Team Payless!  Year: 2015 Make: Ram    Model: 1500 Trim: Laramie Limited Mileage: 86,051 Stock: 9657KCL   Price: $34,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.21833,-149.869094,2021-05-03T15:20:23-0800
7316497182,https://anchorage.craigslist.org/ctd/d/anchorage-2020-kia-sportage-ex-awd-auto/7316497182.html,anchorage / mat-su,https://anchorage.craigslist.org,26995,2020,kia,sportage ex,excellent,4 cylinders,gas,6837,clean,automatic,KNDPNCAC1L7806760,4wd,full-size,SUV,blue,https://images.craigslist.org/00v0v_gZULR21wGJ2z_0cU08B_600x450.jpg,"This 2020 Kia Sportage EX is offered to you for sale by PAYLESS CAR SALES. If you're in the market for an incredible SUV -- and value on-the-road comfort and manners more than ultimate off-road prowess or tow capacity -- you'll definitely want to check out this Kia Sportage EX. When driving an all wheel drive vehicle, such as this Kia Sportage EX, superior acceleration, traction, and control come standard. Based on the superb condition of this vehicle, along with the options and color, this Kia Sportage EX is sure to sell fast.  Please come in for a test drive today!  Team Payless!  Year: 2020 Make: Kia Model: Sportage  Trim: EX Mileage: 6,837 Stock: 9647DAK   Price: $26,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218268,-149.868987,2021-05-03T15:20:16-0800
7316497157,https://anchorage.craigslist.org/ctd/d/anchorage-2016-hyundai-sonata-hybrid-se/7316497157.html,anchorage / mat-su,https://anchorage.craigslist.org,15495,2016,hyundai,sonata hybrid,excellent,4 cylinders,gas,52399,clean,automatic,KMHE24L17GA013193,fwd,mid-size,sedan,white,https://images.craigslist.org/00N0N_hE1zJxjMLCTz_0cU08B_600x450.jpg,"Thank you for your interest in one of PAYLESS CAR SALES's online offerings. Please continue for more information regarding this 2016 Hyundai Sonata Hybrid SE with 52,399 miles. The less money you spend at the pump, the more money you'll have to spend on you. So why not consider this wonderfully styled, fuel-efficient Hyundai Sonata Hybrid. The Sonata Hybrid SE is well maintained and has just 52,399 miles. This low amount of miles makes this vehicle incomparable to the competition.  Please come in for a test drive today!  Team Payless!  Year: 2016 Make: Hyundai   Model: Sonata Hybrid Trim: SE Mileage: 52,399 Stock: 9645DAK   Price: $15,495.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218289,-149.869072,2021-05-03T15:20:12-0800
7316497061,https://anchorage.craigslist.org/ctd/d/anchorage-2017-porsche-panamera-turbo/7316497061.html,anchorage / mat-su,https://anchorage.craigslist.org,98995,2017,porsche,panamera turbo,excellent,8 cylinders,gas,38562,clean,automatic,WP0AF2A72HL153094,4wd,full-size,hatchback,brown,https://images.craigslist.org/01616_aGHNR4d7zGDz_0cU08B_600x450.jpg,"Contact PAYLESS CAR SALES today for information on dozens of vehicles like this 2017 Porsche Panamera Turbo. The Porsche Panamera Turbo's pristine good looks were combined with the Porsche high standard of excellence in order to make this a unique find. This Porsche Panamera features AWD. That means power and control delivered to all four wheels for maximum grip and improved handling. A Porsche with as few miles as this one is a rare find. This Panamera Turbo was gently driven and it shows.  Please come in for a test drive today!  Team Payless!  Year: 2017 Make: Porsche Model: Panamera  Trim: Turbo Mileage: 38,562 Stock: 9631SMT   Price: $98,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218382,-149.868922,2021-05-03T15:19:59-0800
7316496867,https://anchorage.craigslist.org/ctd/d/anchorage-2017-bmw-x1-xdrive28i-awd/7316496867.html,anchorage / mat-su,https://anchorage.craigslist.org,27995,2017,bmw,x1,excellent,4 cylinders,gas,31002,clean,automatic,WBXHT3Z36H4A58214,4wd,mid-size,SUV,grey,https://images.craigslist.org/00E0E_joBIbWcRFVZz_0cU08B_600x450.jpg,"Looking for a clean, well-cared for 2017 BMW X1? This is it. With this exceptional SUV, you'll get ""sport,"" ""utility,"" and comfort. Why spend more money than you have to? This BMW X1 will help you keep the extra money you'd normally spend on gas. This BMW X1 xDrive28i is equipped with AWD for improved handling. Whether you're faced with inclement weather or just out enjoying the twisting back road, you'll have the grip of AWD on your side. The incredibly low mileage and painstaking upkeep on this BMW X1 makes it a once-in-a-lifetime deal that won't last long! Call us today to reserve your test drive!  Please come in for a test drive today!  Team Payless!  Year: 2017 Make: BMW   Model: X1 Trim: xDrive 28i  Mileage: 31,002 Stock: 9595SMT   Price: $27,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.21832,-149.869201,2021-05-03T15:19:35-0800
7316496384,https://anchorage.craigslist.org/ctd/d/anchorage-2020-subaru-wrx-sti-awd-spd/7316496384.html,anchorage / mat-su,https://anchorage.craigslist.org,41995,2020,subaru,wrx sti,excellent,4 cylinders,gas,1243,clean,manual,JF1VA2E68L9800921,4wd,mid-size,sedan,blue,https://images.craigslist.org/00N0N_lSZLyp8HfeJz_0cU08B_600x450.jpg,"This AWD-equipped vehicle handles well in any weather condition or terrain. You'll benefit from superb handling, improved steering and excellent acceleration. Just what you've been looking for. With quality in mind, this vehicle is the perfect addition to take home. There are many vehicles on the market but if you are looking for a vehicle that will perform as good as it looks then this Subaru WRX STI is the one!  Please come in for a test drive today!  Team Payless!  Year: 2020 Make: Subaru   Model: WRX  Trim: STI Mileage: 1,243 Stock: 9554PWI   Price: $41,995.00     COME IN FOR A TEST DRIVE TODAY!  PAYLESS CAR SALES 731 E 5th Ave, Anchorage, AK 99501 Phone: (907) 677-2886 Hours:  Monday thru Friday:      9:00AM – 8:00PM                  Saturday:      10:00AM – 7:00PM                    Sunday:      11:00AM – 6:00PM",,ak,61.218371,-149.869094,2021-05-03T15:18:29-0800
7316470951,https://anchorage.craigslist.org/cto/d/anchorage-1999-chevrolet-k3500/7316470951.html,anchorage / mat-su,https://anchorage.craigslist.org,2500,1999,chevrolet,k3500,salvage,8 cylinders,gas,178000,clean,automatic,1GCHK33R0XF081095,4wd,full-size,pickup,grey,https://images.craigslist.org/00z0z_amvk0Qv3lI8z_0CI0r9_600x450.jpg,'99 Chevy K3500 crew cab with a long box. Runs with the 5.7L 350 chevy small block and 4L80E transmission.  The body and frame are in decent shape with little rust.   Main issue is the engine will need work or better yet need to be replaced. I rebuilt the engine last year but something broke loose and I dont have the time or space to work it any more.,,ak,61.1877,-149.733,2021-05-03T14:24:26-0800
7316325097,https://anchorage.craigslist.org/ctd/d/anchorage-2008-chevrolet-avalanche-4wd/7316325097.html,anchorage / mat-su,https://anchorage.craigslist.org,13850,2008,chevrolet,avalanche ltz,excellent,8 cylinders,gas,132008,clean,automatic,3GNFK12Y38G222351,4wd,full-size,truck,white,https://images.craigslist.org/00u0u_dAfuwPA6u1yz_0CI0t2_600x450.jpg,"2008 Chevrolet Avalanche 4WD LTZ 6.0 V8 Miles: 132,800 Asking Price: $13,850 Clean Title. Only 2 owners  Excellent maintenance records all on Carfax  Features: back up camera, navigation system, USB, ac, cd player, mp3 decoder, cruise control, running boards, fog lights, heated seats, sun roof, all leather, all power options, abs, traction control, premium wheels, security system, steering mounted controls, towing package, etc.  Trade ins welcomed Military discounts available Cash discounts available  Call or Text 907231954zero",,ak,61.191447,-150.184479,2021-05-03T10:12:48-0800
7316317649,https://anchorage.craigslist.org/cto/d/wasilla-2006-mini-cooper-low-miles/7316317649.html,anchorage / mat-su,https://anchorage.craigslist.org,11900,2006,mini,cooper s,excellent,4 cylinders,gas,55500,clean,manual,WMWRE33596TN27282,rwd,compact,hatchback,green,https://images.craigslist.org/00i0i_kn878LYUgsuz_07K0ak_600x450.jpg,"2006 Mini Cooper S. 55,500 miles. Manual transmission. Been babied all her life. New studded tires. New summer tires. $11,900.00.  Quality little car, super fun to drive. Serious, local only, please don't contact me if you are not serious or not local. 9079523.365",,ak,61.5463,-149.5901,2021-05-03T10:01:39-0800
7316186955,https://anchorage.craigslist.org/ctd/d/anchorage-2012-toyota-rav4-limited/7316186955.html,anchorage / mat-su,https://anchorage.craigslist.org,11950,2012,toyota,rav4 limited,excellent,4 cylinders,gas,101627,rebuilt,automatic,2T3DF4DV3CW263659,4wd,mid-size,SUV,black,https://images.craigslist.org/00A0A_bDJqhBPUpWz_0CI0t2_600x450.jpg,"2012 Toyota Rav4 Limited Miles: 101627 Asking Price: $11,950 Rec. Title  Features: all power, sun roof, all leather, heated seats, ac, mp3 decoder, cruise control, steering mounted control, push to start ignition, keyless entry, alloy wheels, roof rack, etc.  Trade ins welcomed Military discounts available Call or Text 907231954zero",,ak,61.219296,-150.03891,2021-05-03T06:40:20-0800
7316186720,https://anchorage.craigslist.org/ctd/d/anchorage-2008-chevrolet-avalanche-4wd/7316186720.html,anchorage / mat-su,https://anchorage.craigslist.org,13850,2008,chevrolet,avalanche ltz,excellent,8 cylinders,gas,132008,clean,automatic,3GNFK12Y38G222351,4wd,full-size,truck,white,https://images.craigslist.org/00u0u_dAfuwPA6u1yz_0CI0t2_600x450.jpg,"2008 Chevrolet Avalanche 4WD LTZ 6.0 V8 Miles: 132,800 Asking Price: $13,850 Clean Title. Only 2 owners  Excellent maintenance records all on Carfax  Features: back up camera, navigation system, USB, ac, cd player, mp3 decoder, cruise control, running boards, fog lights, heated seats, sun roof, all leather, all power options, abs, traction control, premium wheels, security system, steering mounted controls, towing package, etc.  Trade ins welcomed Military discounts available Cash discounts available  Call or Text 907231954zero",,ak,61.191447,-150.184479,2021-05-03T06:39:54-0800
7316186395,https://anchorage.craigslist.org/ctd/d/anchorage-2012-acura-mdx-awd/7316186395.html,anchorage / mat-su,https://anchorage.craigslist.org,10950,2012,acura,mdx,excellent,6 cylinders,gas,122588,rebuilt,automatic,2HNYD2H20CH541651,4wd,mid-size,SUV,silver,https://images.craigslist.org/00n0n_c4YEAl4uxYpz_0CI0t2_600x450.jpg,"2012 Acura MDX AWD Technology Miles: 122,588 Asking Price: $10,950 seats 7 people This vehicle runs and drives great 2 owners  Mainly maintained at Continental  Rec. Title  Features: auto start receiver, all leather, heated seats, ac, cd player, mp3 decoder, cruise control, abs, traction control, steering mounted controls, keyless entry, security system, power options, etc.  Trade ins welcomed Military discounts available Cash discounts available  Call or Text 907231954zero",,ak,61.213675,-150.086288,2021-05-03T06:39:16-0800
7316186196,https://anchorage.craigslist.org/ctd/d/anchorage-2009-lexus-rx-350-awd/7316186196.html,anchorage / mat-su,https://anchorage.craigslist.org,9850,2009,lexus,rx 350,excellent,6 cylinders,gas,119415,rebuilt,automatic,2T2HK31U29C118811,4wd,mid-size,SUV,silver,https://images.craigslist.org/00X0X_8uSsajQx7VWz_0CI0t2_600x450.jpg,"2009 LEXUS RX 350 AWD Miles: 119,415 Asking Price: $9,850 This vehicle runs and drives great Reconstructed Title (pictures of damage available)   Features: all leather, all power, sun roof, heated seats, ac, CD player, mp3 decoder, cruise control, steering mounted controls, abs, traction control, security system, towing package, running boards, alloy wheels, fog lights, etc.  Trade ins welcomed Military discounts available Cash discounts available  Call or Text 9072319540",,ak,61.207325,-150.111694,2021-05-03T06:38:52-0800
7315971207,https://anchorage.craigslist.org/ctd/d/anchorage-2018-chevrolet-silverado-1500/7315971207.html,anchorage / mat-su,https://anchorage.craigslist.org,44995,2018,chevrolet,silverado 1500,like new,8 cylinders,gas,42500,clean,automatic,1GCVKREC9JZ154761,4wd,full-size,truck,blue,https://images.craigslist.org/00505_6M4fmtSKvhpz_0CI0pZ_600x450.jpg,"Frontier Auto Sales We accept trades! (tow it, drive it, or push it in.) We purchase vehicles on the spot. We even consign vehicles if you need to sell yours let us do the work for you. Let us help find the perfect financing for you and your family’s needs. Spend 3 minutes to fill out a hassle-free secure application with Frontier Auto Sales and let us work hard to get you the better APR & Terms you deserve. Don’t forget Frontier Auto Sales has Alaska’s Best referral reward of $300 for every individual you send that completes a purchase from Frontier Auto Sales. Disclaimer: All vehicles subject to prior sale. We reserve the right to make changes without notice and are not responsible for errors or omissions. All prices exclude dealer service fees and DMV fees, any finance charges.  Frontier Auto Sales is not responsible for vehicles that have modifications such as tint, suspension, or emissions system.  **Warranties may be available on all models for an additional cost** For more information on this and other vehicles please see our website: www.frontierautosales.org Frontier Auto Sales Frontier Auto Sales 1300 E. Dowling Rd. Anchorage, AK 99518 Call: 907-561-9900 Text: 907-717-7457 Like us on Facebook! Store Hours: Monday - Friday 9 AM - 8 PM Saturday 10 AM - 7 PM Sunday CLOSED",,ak,61.166252,-149.857916,2021-05-02T14:41:53-0800
7315969867,https://anchorage.craigslist.org/ctd/d/anchorage-2015-volkswagen-jetta-2l-low/7315969867.html,anchorage / mat-su,https://anchorage.craigslist.org,16995,2015,volkswagen,jetta s,like new,4 cylinders,gas,28624,clean,automatic,3VW2K7AJ1FM327271,fwd,mid-size,sedan,red,https://images.craigslist.org/00y0y_huDLh1i10POz_0CI0pZ_600x450.jpg,"Frontier Auto Sales We accept trades! (tow it, drive it, or push it in.) We purchase vehicles on the spot. We even consign vehicles if you need to sell yours let us do the work for you. Let us help find the perfect financing for you and your family’s needs. Spend 3 minutes to fill out a hassle-free secure application with Frontier Auto Sales and let us work hard to get you the better APR & Terms you deserve. Don’t forget Frontier Auto Sales has Alaska’s Best referral reward of $300 for every individual you send that completes a purchase from Frontier Auto Sales. Disclaimer: All vehicles subject to prior sale. We reserve the right to make changes without notice and are not responsible for errors or omissions. All prices exclude dealer service fees and DMV fees, any finance charges.  Frontier Auto Sales is not responsible for vehicles that have modifications such as tint, suspension, or emissions system.  **Warranties may be available on all models for an additional cost** For more information on this and other vehicles please see our website: www.frontierautosales.org Frontier Auto Sales Frontier Auto Sales 1300 E. Dowling Rd. Anchorage, AK 99518 Call: 907-561-9900 Text: 907-717-7457 Like us on Facebook! Store Hours: Monday - Friday 9 AM - 8 PM Saturday 10 AM - 7 PM Sunday CLOSED",,ak,61.166252,-149.857916,2021-05-02T14:38:39-0800
7315969764,https://anchorage.craigslist.org/ctd/d/anchorage-2014-chrysler-300c-57l-hemi/7315969764.html,anchorage / mat-su,https://anchorage.craigslist.org,24995,2014,chrysler,300c awd hemi,like new,8 cylinders,gas,71665,clean,automatic,2C3CCAKT2EH128572,4wd,full-size,sedan,silver,https://images.craigslist.org/00F0F_8OSO6t0vcS0z_0CI0pZ_600x450.jpg,"Frontier Auto Sales We accept trades! (tow it, drive it, or push it in.) We purchase vehicles on the spot. We even consign vehicles if you need to sell yours let us do the work for you. Let us help find the perfect financing for you and your family’s needs. Spend 3 minutes to fill out a hassle-free secure application with Frontier Auto Sales and let us work hard to get you the better APR & Terms you deserve. Don’t forget Frontier Auto Sales has Alaska’s Best referral reward of $300 for every individual you send that completes a purchase from Frontier Auto Sales. Disclaimer: All vehicles subject to prior sale. We reserve the right to make changes without notice and are not responsible for errors or omissions. All prices exclude dealer service fees and DMV fees, any finance charges.  Frontier Auto Sales is not responsible for vehicles that have modifications such as tint, suspension, or emissions system.  **Warranties may be available on all models for an additional cost** For more information on this and other vehicles please see our website: www.frontierautosales.org Frontier Auto Sales Frontier Auto Sales 1300 E. Dowling Rd. Anchorage, AK 99518 Call: 907-561-9900 Text: 907-717-7457 Like us on Facebook! Store Hours: Monday - Friday 9 AM - 8 PM Saturday 10 AM - 7 PM Sunday CLOSED",,ak,61.166252,-149.857916,2021-05-02T14:38:24-0800
7315923139,https://anchorage.craigslist.org/cto/d/anchorage-2019-f350-lariat-5th-wheel/7315923139.html,anchorage / mat-su,https://anchorage.craigslist.org,98750,2019,ford,f350 super duty lariat,like new,8 cylinders,diesel,47100,clean,automatic,1FT8W3BT8KEC73929,4wd,full-size,truck,black,https://images.craigslist.org/00909_icicYsHzI2nz_0ww0oo_600x450.jpg,"This truck & 5th combo is TURNKEY and in fantastic condition in all ways. The truck had 27700 miles on it when i bought it (highway driver, no hauling) and i put the 5th Wheel hitch on it and bought the 2019 Winnebago NEW last summer from the same dealer at the same time. Everything about the 5th Wheel (from hitch to rear bumper) is in like-new shape (some stickers still on the appliances). I have only towed the trailer about 8000 - 9000 miles and it has virtually no wear/tear. I was stored from November until May. I pulled the trailer from Washington to Colorado to Texas and back to Washington three times for work, the rest of the mileage is long highway commutes. My job changed and i don't need it anymore.   Truck: 2019 F350 Super Duty Lariat Package (fully loaded) New Tires at ~40,000 miles, and they are in great shape, as i've towed very little and only drive on the freeway.  I had Ford add the F350 front end stabilizer upgrade, although the trailer pulls straight (belt & suspenders) Long list of options included, fully decked out I take care of my equipment and you'll find nothing but road dust on this beauty.   5th Wheel Hitch: Reese 20K Adjustable Track for tight manuvering  Trailer: 2019 Winnebago Minnie Plus 5th Wheel Model# 29RBH 2019C VIN# 54CFM4Y2XK4024684 Bought NEW 6/27/2020 (same time as i bought the truck) Exterior: Platinum Interior: Pearl Theater Seating Extreme Weather Package RVIA Tag Wide Screen TV Electric Fireplace/Heater Bunk House Two Slide Outs Two Doors Bathroom for Privacy Queen Bed Three Bunks and Storage in Bunk House Lots of Storage Everywhere Leveling Blocks Electric rear stabilizers Back Up Camera Out Door Shower Out Door Fridge and Stove Top LPG Connection for BBQ LPG & Electric Heat Two Air Conditioners LED lighting Full Electric Awning (never used) I proactively replaced the tires at 5000 miles. They are top quality E rated tires. All Cords/plugs/etc are of the highest quality (over $2000 of stuff)  See video here (not my trailer, just off of YouTube: https://www.youtube.com/watch?v=H7jkoE0_JZI  Full Details on the Trailer Model: https://www.rvusa.com/rv-guide/2019-winnebago-minnie-plus-fifth-wheel-floorplan-29rbh-tr39785   Please inquire only if you have decided that is set up is what you want. I am crazy busy and really just want to work with someone if they love the rig.   I don't need the trailer and the truck is a BEAST of a machine. Best 1-Ton Puller on the road, as can be attested to by all the guys at the fuel stops who i talked to. The F350 Super Duty tows the trailer like magic and i was never under powered or under-braked.   Generator: https://www.cummins.com/generators/onan-p4500i-inverter-portable-generator  I have a hella good Cummings generator that i will negotiate on but they are sold out and very hard to find, for good reason. Bought it at Power Generation Service in Albuquerque, still under warranty. It is NOT for sale with the rig, but would consider adding it into the package if its really important to the buyer.   The rig is currently in Bellingham WA. I will deliver to Anchorage on the Ferry or you can pick up. I will also Deliver to the Western United States if need be.",,ak,61.19,-149.8938,2021-05-02T12:50:06-0800
